SA2_5DIG,shortest_time_sec,closest_hospital_IDs,closest_hospital_distances
11229,648.7687383872167,142;387;408;612;460,648.7687383872167;670.1687383872168;782.9222129319954;799.3222129319956;922.8309178743962
11230,584.5,142;387;408;612;388,584.5;605.9;783.6;800.0;840.3
11231,212.3795379537954,388;142;387;408;612,221.47597707139136;350.1396908111864;357.042131318395;553.1679260031266;569.5679260031266
11232,932.4823340040242,142;387;388;408;612,932.4823340040242;938.1823340040241;1167.0823340040242;1390.9823340040243;1407.3823340040242
11233,391.18140102762374,408;388;612;142;387,463.71809533499516;468.32848349188583;516.6823930406471;536.0082464262094;543.863666887114
11234,155.44402620014924,142;387;408;612;388,156.06054224359505;170.45435701848933;443.26249067241525;459.6624906724151;479.2612138296991
11235,453.77010090943065,142;387;408;388;612,453.77010090943065;465.37144636850627;718.288526223994;729.5155226111873;734.688526223994
11236,229.63455818022746,40;39;120;472;812,231.23965587634882;298.79542140565763;1492.0548089822105;2059.654499854185;2060.4544998541846
11237,1075.0845445362172,40;39;812;472;714,1128.2057460336325;1184.4833145166083;1626.1117178679663;1629.6466337869156;1683.9034286053839
11238,757.1121313791276,120;40;39;812;714,757.1121313791276;1657.3379480840545;1758.537948084054;2229.28202366237;2230.78202366237
11239,847.5219628452702,120;40;592;917;39,847.5219628452702;2119.7219628452704;2137.8796748961136;2218.0098875580547;2220.92196284527
11240,726.8423182297155,120;40;39;812;714,727.2511696522655;1727.1325711275024;1802.5959641728139;2939.8753319283455;2958.069199157007
11241,2086.746903669725,812;472;714;40;39,2129.2065749235476;2343.6196865443426;2358.7969801223244;2544.4780198776757;2586.778019877676
11242,788.8521699702034,40;39;120;472;812,788.8521699702034;855.8521699702034;1498.555084855551;2523.2014380101054;2524.001438010105
11243,1271.411569315618,120;40;39;592;917,1271.411569315618;2532.3642642266236;2633.5642642266234;3004.614690398596;3034.8085359739284
11244,347.71216558946253,160;452;812;472;714,347.71216558946253;1646.0972347214267;1821.8258529002699;1926.2860999754562;1940.013425509286
11245,1563.1882209469152,160;812;472;714;452,2091.0229268292683;3044.6336585365857;3174.6115638450506;3188.3532281205166;3248.65212338594
11246,465.3375360997112,812;472;714;40;39,466.0395272837817;483.33397932816536;538.9460024319806;1758.9730582155344;1801.273058215534
11247,824.1597572616937,452;160;615;812;472,1026.518655393427;2522.7787535797083;2803.041851902359;3241.7899768171283;3338.148738579027
11248,193.0342247733351,812;472;714;160;615,218.0207227186746;293.76085056421624;303.5154197377862;1912.4579414258694;2006.0931967908161
11249,1121.8080680534326,812;472;714;615;160,1444.1634877384197;1501.6111650162823;1508.3907024656078;2166.5610752974017;2868.6517844088517
11250,837.9134901365707,917;887;407;592;717,837.9134901365707;959.9134901365707;1212.8134901365706;1569.5472458270108;1699.6134901365704
11251,371.2984087852981,592;917;887;407;717,371.2984087852981;1798.7768265351858;1920.7768265351858;2173.676826535186;2580.55517705065
11252,1193.9625362318843,592;917;887;407;120,1242.046563146998;2396.266304347826;2518.266304347826;2768.667929606625;3046.3617391304347
11253,1544.7328064442586,917;887;120;592;407,1670.4271373204651;1792.4271373204654;1833.1031613344478;1993.7429895888747;2045.3271373204652
11254,460.4364676770802,917;887;407;717;716,481.2281575420147;574.4296783173522;869.9411073306526;1414.0390865037634;1462.0390865037634
11256,325.18549921589124,344;467;602;374;359,325.18549921589124;3990.416016727653;4878.149451123889;5373.944971249347;6277.009738630424
11257,1583.4291653738753,344;467;602;374;359,2344.1400015513495;4725.136891095252;5578.362790878064;5732.332469748681;6616.899069190195
11258,377.68059627575275,467;602;344;477;203,377.8599445324881;2138.8692650554676;4085.7873019017434;4976.450118858954;5171.236598652932
11259,738.2741254125413,602;467;203;477;921,784.8187293729372;2458.427178217822;3519.946122112211;3693.0382343234323;4210.3708250825075
11260,1242.999568841621,913;56;920;379;915,1761.072837022133;3828.9868640413915;4556.950991664271;5823.957717734981;5931.757775222765
11261,213.9115341900682,915;56;349;913;935,213.9115341900682;2171.4923211169285;2527.8221481834044;4657.79232111693;5194.792321116929
11262,1097.5923405163217,915;56;349;913;935,1763.395007467463;2021.840494986132;3491.043460635801;4414.30369106038;5597.538532110092
11263,500.091061970339,208;591;538;1011;349,507.61426112288143;2157.3085407838985;2530.6686705508478;2544.094200211864;3007.370564088983
11264,788.5409355106559,349;915;208;935;936,788.5409355106559;2797.1796844727373;3382.1917796844723;4274.641046221976;4314.320841406034
11265,489.90713365539455,414;203;936;135;712,513.9428985507247;2431.9615136876005;2573.0204830917874;2608.2359098228662;2627.6204830917877
11266,843.4999403697077,853;414;1002;208;203,920.7498956469888;3755.025044722719;4095.1610465116273;4149.93522659511;4397.891413237924
11267,579.8033307186388,935;712;936;135;414,600.2677789175165;607.3530079044228;615.5190912930669;640.3517588849334;2798.618735292343
11268,499.4514428538968,936;135;712;935;414,505.5193137923199;543.1758009543286;560.11931379232;585.0739831856396;2169.1797091570097
11269,369.76784221648273,712;936;135;935;414,381.46763559521014;386.5695984972998;408.0390889880253;476.14769194646635;2547.1574172340925
11270,250.00507931289553,936;135;712;935;414,269.8115805046437;309.2581326538999;314.8735760664091;319.69539738637303;2399.5917892660477
11271,1121.3467293512817,936;135;712;935;203,2068.1646891699925;2108.0734424677;2119.347791381993;2131.790130555368;3177.9506392477842
11272,801.7383513359863,231;755;639;433;753,849.648732234224;1187.510176236498;1320.510176236498;1721.8297441728257;2569.1558726549174
11273,1488.853029045643,639;755;231;433;552,1488.853029045643;1724.0220470262796;2844.922047026279;3542.822047026279;3571.580110650069
11274,1183.4354381704109,639;755;231;433;552,1183.7997368953654;1424.421331714228;2545.1366524994937;3243.0366524994934;3941.3765432098767
11275,2409.860416666667,552;639;755;918;231,3159.0916666666667;3252.1124999999997;3449.741666666667;3548.375;4570.641666666666
11276,1724.2661359315593,639;755;552;231;918,1724.2661359315593;1912.4661359315587;2651.1358365019005;3033.3661359315593;3045.8358365019008
11277,429.60347433943093,755;639;231;433;753,429.60347433943093;562.603474339431;1308.8960492886179;2007.0414443597558;2856.9414443597557
11278,299.8641927734961,639;755;231;433;552,310.36672004804325;497.50744670203187;1627.0843659293362;2324.9843659293365;3012.501461315184
11279,1668.19113490364,639;755;552;918;231,1668.19113490364;1856.3911349036402;2317.9503426124193;2712.6503426124195;2977.29113490364
11280,2173.582284007353,552;639;918;755;231,2173.582284007353;2507.010018382353;2568.282284007353;2695.210018382353;3816.1100183823532
11281,1230.2781056358808,639;755;552;231;918,1242.5168191206847;1431.6602832694011;2378.735143110062;2552.5602832694008;2773.4351431100617
11282,264.1381809848088,918;552;53;639;557,324.0150209533788;481.42825432163437;2903.151807228916;3344.0319800942907;3403.3518072289153
11283,1023.2966542019288,552;918;53;639;557,1206.0235780358198;1266.3669946860853;3127.8149380043305;3564.7424522731744;3628.0149380043295
11284,232.44604737004002,95;771;753;151;636,241.6712242386958;246.52532297754536;3098.2106890187633;3144.411980928945;3229.811980928945
11285,1407.5016749585407,771;95;151;636;148,1407.5016749585407;1434.3016749585406;2548.598839137645;2634.0921724709783;2663.45416252073
11286,595.839524285873,771;95;151;636;150,599.4402800933644;614.5332221851728;2698.2087140157832;2783.6087140157833;2858.808714015783
11287,836.9350588712952,771;95;753;292;93,836.9350588712952;863.7350588712952;2960.92257409663;3334.72257409663;3341.406120584653
11288,1401.5412987752777,95;771;753;292;992,1431.410737681572;1451.7984334947312;2163.175021361436;2538.6945314725144;2608.894531472515
11289,1909.0754642313548,771;95;93;332;431,1948.176301369863;1974.9763013698628;3347.642496194825;3395.8424961948253;3440.3424961948253
11290,290.005185799023,869;162;638;222;979,303.2141878925332;369.5717288904396;554.4270062805302;664.781725401256;675.5393841591068
11291,286.1790117294734,869;638;162;868;79,311.49965560269527;405.24659845270776;535.7770002495632;536.9630496630896;604.4233042176191
11294,512.366976,162;869;868;666;638,514.828032;663.0172319999999;731.3334880000001;850.3049919999999;888.9606239999997
11296,456.41325061640026,162;666;869;839;271,522.449375646226;548.6097828680505;742.1438399745487;761.7097828680505;797.7739123518652
11297,1094.3874684448679,162;869;666;868;638,1205.3901214574896;1371.0227101690878;1442.0384520123837;1450.238499642772;1594.9016384853535
11298,1201.1899923017706,580;162;493;668;747,1208.418725943033;1313.0071593533487;1316.813818321786;1321.0138183217862;1369.354445727483
11299,2865.160014892033,358;802;868;909;607,3133.9607594936706;3455.3338793745347;4131.150037230082;4162.772002978407;4204.272002978407
11300,1010.3628046835848,802;358;909;607;959,1267.9079229122055;1308.9138138411772;2285.8450590004104;2327.3450590004104;2328.24505900041
11301,641.255450913242,358;868;638;869;162,641.255450913242;1295.3138413242011;1417.3138413242011;1539.7138413242008;1619.4138413242006
11302,534.6483250209648,868;638;869;162;545,536.1593900339851;697.9270556560887;763.146987685925;839.6475702873284;962.2270556560885
11303,246.06522486223855,545;79;638;868;869,252.20722284766254;270.8119096995912;558.3922083308645;647.071327842626;731.911637139302
11304,421.45250458664594,545;79;638;868;573,421.45250458664594;447.7622727525435;687.7103296825485;752.6490520931784;755.2981764607773
11306,486.48019370890347,545;79;573;638;868,490.56933979029674;532.950573129554;603.5260529589478;859.4706726497249;941.7244446419052
11307,343.6910661203503,79;545;638;869;868,374.35638306419213;417.8135253474732;424.7966497951314;597.2825901823733;643.5825098417289
11308,267.9719675082695,79;545;637;980;638,270.80621362475404;346.52195285349416;549.4735418498515;572.4343549805301;633.471226395344
11309,365.60296181310156,638;868;869;545;79,377.01704439615025;430.7733064265756;558.2399627444893;572.5406209251786;593.194511021422
11310,443.99683478367444,868;638;869;545;79,443.99683478367444;551.9171375168527;710.2233821546758;737.0527546267924;760.3527546267925
11312,770.6466466234967,868;638;573;358;545,883.9778272432933;958.9789026364479;1003.3075566604996;1022.8149283071231;1075.729503931545
11313,375.69722342733195,573;545;79;638;909,375.69722342733195;899.1466106290673;931.5084056399132;974.660737527115;1005.7631670281996
11314,556.8044086021505,573;545;79;638;868,557.9494504181602;643.0602150537634;666.4324014336918;780.6536678614099;859.7536678614098
11315,384.757343976778,573;545;79;638;868,384.757343976778;794.7045137880988;828.3560377358489;869.6543492985002;948.7543492985002
11316,535.9026515334459,573;909;607;959;608,535.9026515334459;832.5221492393142;874.0221492393142;874.9221492393141;892.1255397247043
11317,263.13655269651036,573;545;79;909;608,263.13655269651036;857.5762865703207;911.9341646105041;926.3135133944307;934.2135133944307
11318,444.4617021276596,545;79;573;980;637,454.5531914893617;501.68723404255326;671.7;685.7510638297873;690.8510638297872
11319,309.06269236232777,573;545;79;980;637,309.06269236232777;700.1058667550548;754.3990861309721;925.6458497087932;930.7458497087931
11320,437.50952380952384,415;264;732;840;689,444.6285714285715;582.0428571428572;593.9428571428571;593.9428571428571;606.7095238095238
11321,552.8729962894249,415;264;732;840;689,553.9781632653061;628.9745732838591;640.874573283859;640.874573283859;656.7709925788498
11322,441.0645048957352,264;732;840;689;690,457.3528944241878;469.25289442418773;469.25289442418773;496.19264615510673;508.8528944241878
11323,349.7233421052631,415;264;732;840;689,410.94367543859653;418.8773245614035;432.00935087719296;432.00935087719296;443.0052192982456
11324,308.2,415;264;689;732;840,308.2;600.7;614.0;622.0;622.0
11325,572.8918032786885,6;785;544;182;841,627.3196721311475;645.4196721311476;657.8754098360655;664.1213114754097;664.4213114754098
11326,190.24761510059528,544;885;841;182;738,190.24761510059528;408.4072225152588;427.83688116946723;428.6798470348881;463.1290106246703
11327,136.00004945109288,544;841;182;738;737,141.37669864504005;260.34703787953714;260.88577292058153;268.27864207298984;302.8857729205816
11328,317.9006897432622,544;182;841;737;738,332.6952739813514;374.18069996168094;374.48069996168095;416.18069996168094;432.7297866905097
11329,97.09034701426808,810;241;746;818;806,106.93212964593975;107.53212964593975;116.89639774528803;123.49304209970055;175.36105337326052
11330,258.5300289035115,841;182;737;738;842,264.2648545599902;265.07468790357296;307.07468790357296;319.37468790357303;377.6003935797306
11331,187.86673812075742,182;738;841;737;544,189.9550553769203;199.26619200734956;209.37668555096204;231.95505537692034;373.15431021283115
11332,135.882846215781,841;182;738;737;544,140.29822866344605;145.45178341384863;182.89433574879226;187.2033534621578;317.2490740740741
11333,124.43775000000001,806;810;241;818;746,130.77825471698114;178.8261273584906;179.4261273584906;196.02612735849058;205.5295896226415
11334,269.48886683591047,182;841;738;843;737,290.04112624048;298.3933671820909;307.66219247634433;324.8137133625664;332.04112624048
11335,181.31420623970803,842;841;182;746;737,198.52963193733592;253.90660465530286;273.26200542970315;304.4110418799234;315.26200542970315
11336,126.00674047937706,746;842;810;241;818,163.9783428640954;167.39385570020684;190.5334103905585;191.13341039055845;207.73341039055845
11337,187.87450286423177,843;746;810;241;842,222.19538803955194;233.82288101579886;257.4219578939687;258.0219578939687;259.76703396942384
11338,301.69982459854236,842;746;810;241;818,328.6251489400309;339.00056551849275;375.0378776423625;375.63787764236247;392.2378776423625
11339,117.20433622051533,884;945;993;689;840,120.13441738846217;159.6308492673095;312.8504821049191;384.18359753772404;409.08802636596397
11340,264.88442240092456,884;945;993;689;746,266.19030673664946;278.4776375981124;399.9392834785959;515.4776375981123;518.3392834785958
11341,107.2269264941065,945;884;993;689;840,110.94477284842742;166.78848545874547;241.38061363501748;331.6857252857904;357.7810756382159
11342,Not found,Not found,Not found
11343,220.9181587224776,993;806;810;241;945,249.71990886361803;322.12577627228;326.9348253891443;327.5348253891444;338.51139608032906
11344,375.1098337950138,945;884;993;806;810,375.980729455217;380.6595383194829;487.75475530932596;579.3483656509696;587.4975438596491
11345,150.92767556874384,746;810;241;818;993,177.59093966369932;186.69668974612594;187.29668974612596;203.89668974612593;220.97503461918896
11346,446.338744296096,945;884;993;806;810,452.8665117458172;458.76651174581707;504.3124049349332;570.0955805306743;578.2955805306743
11347,120.0717473574318,993;945;746;884;810,123.72816129453217;240.24764452564273;301.81847840271433;309.88852929662005;316.47931619470177
11348,212.11099281027776,689;264;884;840;732,250.7105763564216;275.28600165010016;275.4184104034888;275.51757749577655;305.97563352060655
11350,189.51757285595335,415;264;689;732;840,189.51757285595335;566.0814446294754;579.3964113238967;602.10006244796;605.1582472939216
11354,360.3706408140814,423;44;844;475;474,369.5067060872754;576.6134946828016;647.3732352401906;668.586239457279;672.1063898056473
11355,451.960956618465,27;44;423;805;824,451.960956618465;573.8210233592881;612.916573971079;622.428809788654;809.1408231368187
